County,Mortality,Poverty,HeadStart,Bin,FittedBasic,PovertyHS,PovertySq,PovertySqHS,BinMean,FittedQuadratic
1005,0,-1.3573942,0,-1.41,2.6511095,0,1.842519,0,3.528713,2.6359084
43008,0,-1.3623639,0,-1.41,2.6494312,0,1.8560355,0,3.528713,2.633702
44034,4.1077886,-1.3629301,0,-1.41,2.64924,0,1.8575784,0,3.528713,2.633451
47048,0,-1.3633566,0,-1.41,2.649096,0,1.8587412,0,3.528713,2.6332617
44246,1.552313,-1.3638391,0,-1.41,2.6489332,0,1.8600572,0,3.528713,2.6330476
43092,0,-1.3673223,0,-1.41,2.6477568,0,1.8695704,0,3.528713,2.6315031
47051,0,-1.3673353,0,-1.41,2.6477525,0,1.8696059,0,3.528713,2.6314974
19030,6.9812903,-1.3713399,0,-1.41,2.6464002,0,1.8805732,0,3.528713,2.6297228
19025,0,-1.3732923,0,-1.41,2.645741,0,1.8859318,0,3.528713,2.6288583
11108,9.1861105,-1.3753091,0,-1.41,2.6450598,0,1.8914752,0,3.528713,2.6279655
42033,13.328002,-1.377279,0,-1.41,2.6443946,0,1.8968976,0,3.528713,2.6270938
26041,0,-1.3778684,0,-1.41,2.6441958,0,1.8985214,0,3.528713,2.6268332
35019,0,-1.3790315,0,-1.41,2.6438029,0,1.901728,0,3.528713,2.6263187
4023,2.7902565,-1.3816304,0,-1.41,2.6429255,0,1.9089026,0,3.528713,2.6251695
37073,0,-1.3820143,0,-1.41,2.6427958,0,1.9099635,0,3.528713,2.625
18076,2.6114433,-1.3837476,0,-1.41,2.6422105,0,1.9147574,0,3.528713,2.624234
18070,0,-1.3847437,0,-1.41,2.6418741,0,1.917515,0,3.528713,2.6237938
1061,4.2081637,-1.3855684,0,-1.41,2.6415956,0,1.9197997,0,3.528713,2.6234295
26046,4.3127613,-1.3870313,0,-1.41,2.6411016,0,1.9238559,0,3.528713,2.6227837
11041,0,-1.3880308,0,-1.41,2.6407642,0,1.9266294,0,3.528713,2.6223423
34075,0,-1.3910513,0,-1.41,2.6397443,0,1.9350237,0,3.528713,2.6210093
49013,3.3699534,-1.3956952,0,-1.41,2.638176,0,1.9479651,0,3.528713,2.6189613
44156,0,-1.3992921,0,-1.41,2.6369615,0,1.9580184,0,3.528713,2.6173766
44241,5.6562686,-1.4033853,0,-1.41,2.6355793,0,1.9694903,0,3.528713,2.6155744
4003,0,-1.4038019,0,-1.41,2.6354387,0,1.9706599,0,3.528713,2.615391
25044,0,-1.4068849,0,-1.41,2.6343975,0,1.9793252,0,3.528713,2.6140347
1059,0,-1.4114633,0,-1.41,2.6328516,0,1.9922285,0,3.528713,2.6120219
43057,0,-1.4177743,0,-1.41,2.6307206,0,2.0100839,0,3.528713,2.6092505
44121,0,-1.4196817,0,-1.41,2.6300764,0,2.015496,0,3.528713,2.6084137
44022,0,-1.42395,0,-1.41,2.6286352,0,2.0276334,0,3.528713,2.6065421
25001,2.7362776,-1.4267507,0,-1.41,2.6276894,0,2.0356174,0,3.528713,2.605315
11105,0,-1.4271696,0,-1.41,2.627548,0,2.036813,0,3.528713,2.6051314
10009,0,-1.4286119,0,-1.41,2.6270609,0,2.0409319,0,3.528713,2.6044998
44183,0,-1.4332746,0,-1.41,2.6254864,0,2.0542762,0,3.528713,2.602459
11038,0,-1.4354258,0,-1.41,2.6247602,0,2.0604472,0,3.528713,2.6015182
47046,10.858353,-1.4408479,0,-1.41,2.6229291,0,2.0760427,0,3.528713,2.5991483
34070,0,-1.4410554,0,-1.41,2.622859,0,2.0766406,0,3.528713,2.5990577
44079,.81925577,-1.4417932,0,-1.41,2.6226099,0,2.0787675,0,3.528713,2.5987353
4052,0,-1.4524775,0,-1.41,2.6190021,0,2.1096907,0,3.528713,2.5940742
42024,0,-1.4540334,0,-1.41,2.6184766,0,2.114213,0,3.528713,2.5933962
1064,0,-1.4541669,0,-1.41,2.6184316,0,2.1146014,0,3.528713,2.593338
11154,0,-1.4585557,0,-1.41,2.6169496,0,2.1273847,0,3.528713,2.5914268
49042,0,-1.4622873,0,-1.41,2.6156895,0,2.1382842,0,3.528713,2.5898032
42028,0,-1.4652799,0,-1.41,2.6146791,0,2.1470454,0,3.528713,2.5885022
32011,114.15525,-1.468112,0,-1.41,2.6137228,0,2.1553528,0,3.528713,2.5872715
42020,0,-1.4685327,0,-1.41,2.6135807,0,2.1565883,0,3.528713,2.5870886
34025,4.6817212,-1.4736738,0,-1.41,2.6118445,0,2.1717145,0,3.528713,2.5848565
18053,0,-1.4764875,0,-1.41,2.6108944,0,2.1800153,0,3.528713,2.583636
18089,3.6411302,-1.477123,0,-1.41,2.6106799,0,2.1818924,0,3.528713,2.5833604
1058,2.712085,-1.4778322,0,-1.41,2.6104405,0,2.1839881,0,3.528713,2.5830529
47067,0,-1.4795961,0,-1.41,2.6098449,0,2.1892047,0,3.528713,2.5822883
41001,0,-1.4812089,0,-1.41,2.6093001,0,2.19398,0,3.528713,2.5815895
37061,0,-1.4830751,0,-1.41,2.60867,0,2.1995118,0,3.528713,2.580781
43043,0,-1.4871103,0,-1.41,2.6073074,0,2.2114968,0,3.528713,2.5790341
47070,4.0942221,-1.4917111,0,-1.41,2.6057539,0,2.2252021,0,3.528713,2.5770438
42044,0,-1.4921293,0,-1.41,2.6056128,0,2.22645,0,3.528713,2.5768631
21020,7.0190215,-1.4974413,0,-1.41,2.6038189,0,2.2423303,0,3.528713,2.5745678
44233,0,-1.5013349,0,-1.59,2.6025043,0,2.2540064,0,2.2417648,2.5728872
44129,3.0258102,-1.5022714,0,-1.59,2.6021879,0,2.2568195,0,2.2417648,2.5724831
43054,5.5673089,-1.5102102,0,-1.59,2.5995073,0,2.2807348,0,2.2417648,2.5690608
11147,6.697475,-1.5104666,0,-1.59,2.5994205,0,2.2815092,0,2.2417648,2.5689504
19027,0,-1.5106409,0,-1.59,2.5993619,0,2.2820358,0,2.2417648,2.5688753
16080,0,-1.5113873,0,-1.59,2.5991096,0,2.2842917,0,2.2417648,2.5685539
4005,0,-1.5115762,0,-1.59,2.599046,0,2.2848625,0,2.2417648,2.5684726
49041,0,-1.514924,0,-1.59,2.5979154,0,2.2949948,0,2.2417648,2.5670314
10042,0,-1.516181,0,-1.59,2.597491,0,2.2988048,0,2.2417648,2.5664907
18087,0,-1.516992,0,-1.59,2.5972171,0,2.3012648,0,2.2417648,2.5661418
42021,0,-1.5172094,0,-1.59,2.5971437,0,2.3019245,0,2.2417648,2.5660481
47072,8.6117811,-1.5173242,0,-1.59,2.597105,0,2.3022728,0,2.2417648,2.5659988
10027,4.0515356,-1.5229955,0,-1.59,2.59519,0,2.3195152,0,2.2417648,2.563561
44164,0,-1.5232599,0,-1.59,2.5951006,0,2.3203206,0,2.2417648,2.5634475
41011,0,-1.5234621,0,-1.59,2.5950325,0,2.3209367,0,2.2417648,2.5633607
10025,5.2026429,-1.5237691,0,-1.59,2.5949287,0,2.3218725,0,2.2417648,2.5632286
47094,2.4163344,-1.5242959,0,-1.59,2.5947509,0,2.323478,0,2.2417648,2.5630023
44146,2.4102774,-1.5245382,0,-1.59,2.5946691,0,2.3242166,0,2.2417648,2.5628984
47063,0,-1.5267096,0,-1.59,2.5939357,0,2.330842,0,2.2417648,2.5619662
26084,7.0219789,-1.5269884,0,-1.59,2.5938416,0,2.3316936,0,2.2417648,2.5618465
37017,0,-1.5282644,0,-1.59,2.5934107,0,2.335592,0,2.2417648,2.5612986
34027,0,-1.5314962,0,-1.59,2.5923195,0,2.3454804,0,2.2417648,2.5599122
14035,23.607176,-1.5318929,0,-1.59,2.5921855,0,2.3466959,0,2.2417648,2.5597422
19057,2.2053149,-1.5322877,0,-1.59,2.5920522,0,2.3479056,0,2.2417648,2.5595729
47023,0,-1.5328172,0,-1.59,2.5918734,0,2.3495288,0,2.2417648,2.5593457
11051,11.319901,-1.5347177,0,-1.59,2.5912316,0,2.3553584,0,2.2417648,2.5585313
11116,0,-1.5350171,0,-1.59,2.5911305,0,2.3562777,0,2.2417648,2.5584028
11056,0,-1.5351777,0,-1.59,2.5910764,0,2.3567705,0,2.2417648,2.5583341
44170,.88758707,-1.5424161,0,-1.59,2.5886321,0,2.3790474,0,2.2417648,2.5552344
43030,4.4334102,-1.5437989,0,-1.59,2.588165,0,2.3833151,0,2.2417648,2.5546429
18115,10.279605,-1.546919,0,-1.59,2.5871115,0,2.3929584,0,2.2417648,2.5533085
44137,3.1573629,-1.5483224,0,-1.59,2.5866377,0,2.3973024,0,2.2417648,2.5527086
34077,0,-1.5558714,0,-1.59,2.5840886,0,2.4207356,0,2.2417648,2.549485
10062,0,-1.55861,0,-1.59,2.5831637,0,2.429265,0,2.2417648,2.5483167
34028,0,-1.5601397,0,-1.59,2.5826473,0,2.4340358,0,2.2417648,2.5476644
11006,0,-1.5647798,0,-1.59,2.5810804,0,2.4485357,0,2.2417648,2.5456872
23043,0,-1.5656176,0,-1.59,2.5807974,0,2.4511583,0,2.2417648,2.5453303
24044,0,-1.5743482,0,-1.59,2.5778494,0,2.4785724,0,2.2417648,2.5416157
10014,6.9141951,-1.5754564,0,-1.59,2.5774753,0,2.4820628,0,2.2417648,2.5411446
21012,0,-1.5778208,0,-1.59,2.5766768,0,2.4895184,0,2.2417648,2.5401399
19003,3.903734,-1.5795026,0,-1.59,2.5761089,0,2.4948285,0,2.2417648,2.5394256
19059,4.9653664,-1.5801363,0,-1.59,2.5758948,0,2.4968307,0,2.2417648,2.5391567
44112,5.009769,-1.5908777,0,-1.59,2.5722678,0,2.5308917,0,2.2417648,2.5346012
28067,0,-1.5938687,0,-1.59,2.5712578,0,2.5404174,0,2.2417648,2.5333343
34063,2.6408219,-1.5956396,0,-1.59,2.5706599,0,2.5460658,0,2.2417648,2.5325847
26033,0,-1.5995691,0,-1.59,2.5693331,0,2.5586212,0,2.2417648,2.5309224
37008,0,-1.602194,0,-1.59,2.5684466,0,2.5670254,0,2.2417648,2.5298128
43064,0,-1.6024641,0,-1.59,2.5683553,0,2.5678911,0,2.2417648,2.5296986
49010,2.0083952,-1.6040006,0,-1.59,2.5678365,0,2.5728178,0,2.2417648,2.5290494
4067,0,-1.6058306,0,-1.59,2.5672185,0,2.5786917,0,2.2417648,2.5282762
6028,0,-1.6064839,0,-1.59,2.566998,0,2.5807905,0,2.2417648,2.5280004
43040,0,-1.6095499,0,-1.59,2.5659628,0,2.5906508,0,2.2417648,2.5267062
25061,1.6098912,-1.6139162,0,-1.59,2.5644884,0,2.6047254,0,2.2417648,2.5248644
26108,0,-1.6185675,0,-1.59,2.5629177,0,2.6197608,0,2.2417648,2.5229044
11085,0,-1.6229424,0,-1.59,2.5614405,0,2.6339421,0,2.2417648,2.5210624
49046,7.0666385,-1.623623,0,-1.59,2.5612106,0,2.6361518,0,2.2417648,2.520776
19052,2.0152352,-1.6251661,0,-1.59,2.5606894,0,2.6411648,0,2.2417648,2.5201268
25041,0,-1.6252652,0,-1.59,2.5606561,0,2.6414871,0,2.2417648,2.5200851
43074,0,-1.6283064,0,-1.59,2.5596292,0,2.6513817,0,2.2417648,2.5188065
49003,0,-1.6325784,0,-1.59,2.5581865,0,2.6653121,0,2.2417648,2.5170114
11064,0,-1.6365995,0,-1.59,2.5568287,0,2.678458,0,2.2417648,2.5153234
1009,2.7555041,-1.6420022,0,-1.59,2.5550044,0,2.6961713,0,2.2417648,2.5130575
19040,4.0930595,-1.6430731,0,-1.59,2.5546427,0,2.6996891,0,2.2417648,2.5126088
43022,0,-1.6431237,0,-1.59,2.5546257,0,2.6998556,0,2.2417648,2.5125875
37071,0,-1.6462953,0,-1.59,2.5535548,0,2.7102883,0,2.2417648,2.5112588
42012,0,-1.6474893,0,-1.59,2.5531516,0,2.714221,0,2.2417648,2.5107589
18044,0,-1.6476183,0,-1.59,2.553108,0,2.7146461,0,2.2417648,2.510705
44222,0,-1.6489679,0,-1.59,2.5526524,0,2.719095,0,2.2417648,2.5101399
26105,19.629011,-1.650123,0,-1.59,2.5522621,0,2.7229059,0,2.2417648,2.5096567
18075,11.42596,-1.6506174,0,-1.59,2.5520952,0,2.7245376,0,2.2417648,2.5094497
43050,0,-1.6524595,0,-1.59,2.5514731,0,2.7306223,0,2.2417648,2.5086792
18117,0,-1.6545919,0,-1.59,2.5507531,0,2.7376745,0,2.2417648,2.5077875
44094,4.8837662,-1.6593133,0,-1.59,2.5491588,0,2.7533207,0,2.2417648,2.5058148
44206,0,-1.6616278,0,-1.59,2.5483773,0,2.7610068,0,2.2417648,2.5048485
43059,0,-1.6628237,0,-1.59,2.5479734,0,2.7649825,0,2.2417648,2.5043492
26063,0,-1.668685,0,-1.59,2.5459943,0,2.7845094,0,2.2417648,2.5019047
1041,1.766098,-1.668767,0,-1.59,2.5459666,0,2.7847831,0,2.2417648,2.5018706
24001,0,-1.6710877,0,-1.59,2.5451829,0,2.7925344,0,2.2417648,2.5009036
47024,0,-1.6748528,0,-1.59,2.5439115,0,2.8051322,0,2.2417648,2.4993358
42018,0,-1.6770387,0,-1.59,2.5431736,0,2.8124588,0,2.2417648,2.498426
28049,0,-1.6792741,0,-1.59,2.5424185,0,2.8199615,0,2.2417648,2.4974961
47036,6.4867668,-1.6881925,0,-1.77,2.539407,0,2.8499939,0,2.4555829,2.4937906
18017,0,-1.6885476,0,-1.77,2.5392871,0,2.851193,0,2.4555829,2.4936433
42003,0,-1.6896367,0,-1.77,2.5389194,0,2.8548722,0,2.4555829,2.4931912
10063,0,-1.6923056,0,-1.77,2.5380182,0,2.863898,0,2.4555829,2.4920843
43026,3.6888118,-1.6926179,0,-1.77,2.5379128,0,2.8649554,0,2.4555829,2.4919546
26005,0,-1.6935956,0,-1.77,2.5375826,0,2.8682661,0,2.4555829,2.4915493
43066,0,-1.6942743,0,-1.77,2.5373535,0,2.8705654,0,2.4555829,2.4912679
44063,0,-1.6957021,0,-1.77,2.5368712,0,2.8754056,0,2.4555829,2.4906762
18040,0,-1.701201,0,-1.77,2.5350144,0,2.8940847,0,2.4555829,2.4883986
25038,0,-1.7022619,0,-1.77,2.5346563,0,2.8976955,0,2.4555829,2.4879594
15013,0,-1.7036302,0,-1.77,2.5341942,0,2.9023559,0,2.4555829,2.4873931
26053,0,-1.7055051,0,-1.77,2.533561,0,2.9087477,0,2.4555829,2.4866176
24078,0,-1.7090436,0,-1.77,2.5323663,0,2.92083,0,2.4555829,2.4851546
37067,8.7584848,-1.7125986,0,-1.77,2.5311658,0,2.9329939,0,2.4555829,2.4836862
44201,0,-1.7148699,0,-1.77,2.5303988,0,2.9407787,0,2.4555829,2.4827485
28087,0,-1.7154202,0,-1.77,2.5302129,0,2.9426665,0,2.4555829,2.4825213
47006,0,-1.7164205,0,-1.77,2.5298753,0,2.9460995,0,2.4555829,2.4821086
47031,11.796626,-1.7167093,0,-1.77,2.5297778,0,2.9470906,0,2.4555829,2.4819894
44047,0,-1.7177343,0,-1.77,2.5294316,0,2.9506114,0,2.4555829,2.4815664
10004,0,-1.7189119,0,-1.77,2.5290339,0,2.954658,0,2.4555829,2.4810808
24011,6.3047729,-1.7222627,0,-1.77,2.5279024,0,2.9661889,0,2.4555829,2.4796994
49033,0,-1.7279505,0,-1.77,2.5259819,0,2.9858127,0,2.4555829,2.4773569
14005,0,-1.7290838,0,-1.77,2.525599,0,2.9897306,0,2.4555829,2.4768906
49043,0,-1.7309804,0,-1.77,2.5249586,0,2.9962931,0,2.4555829,2.4761102
44045,0,-1.7348344,0,-1.77,2.5236573,0,3.0096505,0,2.4555829,2.4745257
37048,0,-1.735558,0,-1.77,2.5234129,0,3.0121617,0,2.4555829,2.4742284
19032,0,-1.7358766,0,-1.77,2.5233054,0,3.0132675,0,2.4555829,2.4740975
44167,36.44315,-1.7385408,0,-1.77,2.5224056,0,3.0225241,0,2.4555829,2.4730029
43070,0,-1.7391886,0,-1.77,2.522187,0,3.0247769,0,2.4555829,2.4727371
44230,4.3125753,-1.7421873,0,-1.77,2.5211744,0,3.0352166,0,2.4555829,2.4715061
49021,0,-1.7423078,0,-1.77,2.5211337,0,3.0356364,0,2.4555829,2.4714565
26065,0,-1.7450147,0,-1.77,2.5202196,0,3.0450761,0,2.4555829,2.4703462
10054,0,-1.7456865,0,-1.77,2.5199928,0,3.0474215,0,2.4555829,2.4700708
37034,0,-1.7461267,0,-1.77,2.5198441,0,3.0489583,0,2.4555829,2.4698904
37050,0,-1.7505018,0,-1.77,2.5183668,0,3.0642564,0,2.4555829,2.4680972
24037,0,-1.7521386,0,-1.77,2.5178142,0,3.0699897,0,2.4555829,2.467427
1002,0,-1.7527387,0,-1.77,2.5176115,0,3.072093,0,2.4555829,2.4671812
11058,0,-1.7539896,0,-1.77,2.517189,0,3.0764794,0,2.4555829,2.4666691
4016,0,-1.756761,0,-1.77,2.5162532,0,3.0862091,0,2.4555829,2.4655352
26015,0,-1.7569642,0,-1.77,2.5161846,0,3.0869231,0,2.4555829,2.465452
44199,8.8880987,-1.7621636,0,-1.77,2.5144289,0,3.1052208,0,2.4555829,2.4633265
44122,0,-1.7645559,0,-1.77,2.5136211,0,3.1136577,0,2.4555829,2.4623492
44018,0,-1.7816834,0,-1.77,2.5078375,0,3.1743958,0,2.4555829,2.4553676
35013,0,-1.7833952,0,-1.77,2.5072596,0,3.1804984,0,2.4555829,2.4546711
42057,12.987013,-1.7845224,0,-1.77,2.5068789,0,3.1845202,0,2.4555829,2.4542127
44196,0,-1.7855802,0,-1.77,2.5065217,0,3.1882966,0,2.4555829,2.4537828
43003,0,-1.7862089,0,-1.77,2.5063095,0,3.1905422,0,2.4555829,2.4535272
11078,9.0077915,-1.7872061,0,-1.77,2.5059726,0,3.1941054,0,2.4555829,2.4531219
47050,13.071896,-1.7900003,0,-1.77,2.5050292,0,3.2041011,0,2.4555829,2.4519866
24041,0,-1.7918416,0,-1.77,2.5044074,0,3.2106965,0,2.4555829,2.4512389
34081,2.1915886,-1.7952714,0,-1.77,2.5032492,0,3.2229993,0,2.4555829,2.449847
35015,0,-1.8024004,0,-1.77,2.5008419,0,3.248647,0,2.4555829,2.4469571
49050,0,-1.8034468,0,-1.77,2.5004885,0,3.2524202,0,2.4555829,2.4465332
34026,.86347586,-1.803766,0,-1.77,2.5003808,0,3.2535717,0,2.4555829,2.446404
1048,1.7736472,-1.8060724,0,-1.77,2.4996021,0,3.2618973,0,2.4555829,2.4454703
44161,3.1534798,-1.8094862,0,-1.77,2.4984493,0,3.27424,0,2.4555829,2.4440892
47068,0,-1.8118116,0,-1.77,2.497664,0,3.2826612,0,2.4555829,2.4431489
16087,0,-1.8154939,0,-1.77,2.4964206,0,3.2960184,0,2.4555829,2.4416611
44160,0,-1.8177991,0,-1.77,2.4956422,0,3.3043935,0,2.4555829,2.4407301
26114,47.147572,-1.8221048,0,-1.77,2.4941883,0,3.320066,0,2.4555829,2.4389927
32027,0,-1.8256662,0,-1.77,2.4929857,0,3.3330569,0,2.4555829,2.437557
28014,0,-1.8259046,0,-1.77,2.4929051,0,3.3339276,0,2.4555829,2.4374609
43083,1.2699542,-1.8262285,0,-1.77,2.4927957,0,3.3351104,0,2.4555829,2.4373302
34019,0,-1.8270162,0,-1.77,2.4925299,0,3.3379884,0,2.4555829,2.4370129
11092,1.5761187,-1.8287386,0,-1.77,2.4919481,0,3.3442848,0,2.4555829,2.4363191
44234,4.2799058,-1.8304533,0,-1.77,2.4913692,0,3.3505592,0,2.4555829,2.4356287
43094,3.9010689,-1.8316972,0,-1.77,2.4909492,0,3.3551147,0,2.4555829,2.435128
26020,0,-1.8347197,0,-1.77,2.4899285,0,3.3661962,0,2.4555829,2.4339118
14044,0,-1.839232,0,-1.77,2.4884048,0,3.3827741,0,2.4555829,2.4320979
44055,0,-1.841863,0,-1.77,2.4875164,0,3.3924594,0,2.4555829,2.431041
43010,0,-1.8421888,0,-1.77,2.4874065,0,3.3936596,0,2.4555829,2.4309101
6036,0,-1.8470479,0,-1.77,2.4857657,0,3.411586,0,2.4555829,2.4289598
44078,0,-1.8488191,0,-1.77,2.4851675,0,3.4181323,0,2.4555829,2.4282496
1023,0,-1.8519571,0,-1.77,2.484108,0,3.429745,0,2.4555829,2.4269917
1062,0,-1.8526106,0,-1.77,2.4838872,0,3.4321661,0,2.4555829,2.4267299
47033,3.6326649,-1.8542463,0,-1.77,2.4833348,0,3.4382291,0,2.4555829,2.4260747
44141,0,-1.8566107,0,-1.77,2.4825366,0,3.4470031,0,2.4555829,2.425128
11068,0,-1.8566698,0,-1.77,2.4825165,0,3.4472227,0,2.4555829,2.4251044
47009,0,-1.8618413,0,-1.95,2.4807701,0,3.4664531,0,1.949528,2.4230354
26038,0,-1.8618689,0,-1.95,2.4807608,0,3.4665556,0,1.949528,2.4230244
1063,3.6667309,-1.8628877,0,-1.95,2.4804168,0,3.4703507,0,1.949528,2.422617
47057,0,-1.8646321,0,-1.95,2.4798279,0,3.4768529,0,1.949528,2.4219198
11007,0,-1.8673147,0,-1.95,2.4789219,0,3.4868641,0,1.949528,2.4208481
28045,0,-1.8673768,0,-1.95,2.4789011,0,3.4870961,0,1.949528,2.4208233
47117,2.3027148,-1.8683736,0,-1.95,2.4785645,0,3.4908199,0,1.949528,2.4204254
16003,7.4404764,-1.8693948,0,-1.95,2.4782195,0,3.4946368,0,1.949528,2.4200177
11141,2.2163122,-1.8695596,0,-1.95,2.478164,0,3.4952533,0,1.949528,2.4199519
11005,3.6863642,-1.8731649,0,-1.95,2.4769466,0,3.5087466,0,1.949528,2.4185133
36066,0,-1.8736742,0,-1.95,2.4767747,0,3.5106549,0,1.949528,2.4183104
43045,0,-1.8778582,0,-1.95,2.4753618,0,3.5263512,0,1.949528,2.4166424
26071,0,-1.8785871,0,-1.95,2.4751155,0,3.5290897,0,1.949528,2.416352
44138,0,-1.8789884,0,-1.95,2.4749801,0,3.5305974,0,1.949528,2.4161923
28070,0,-1.8828584,0,-1.95,2.4736733,0,3.5451558,0,1.949528,2.4146514
11008,0,-1.8839983,0,-1.95,2.4732883,0,3.5494494,0,1.949528,2.4141977
44250,0,-1.8911973,0,-1.95,2.4708574,0,3.5766273,0,1.949528,2.4113357
26031,0,-1.8932867,0,-1.95,2.4701519,0,3.5845346,0,1.949528,2.4105058
34067,4.3523202,-1.8944067,0,-1.95,2.4697738,0,3.5887766,0,1.949528,2.4100611
42043,0,-1.8949685,0,-1.95,2.469584,0,3.5909057,0,1.949528,2.4098382
42034,0,-1.895781,0,-1.95,2.4693096,0,3.5939858,0,1.949528,2.4095156
47069,0,-1.8960104,0,-1.95,2.4692321,0,3.5948555,0,1.949528,2.4094245
41010,4.6873536,-1.8961549,0,-1.95,2.4691834,0,3.5954034,0,1.949528,2.4093673
34056,0,-1.8983476,0,-1.95,2.4684429,0,3.6037238,0,1.949528,2.4084973
41037,2.3809524,-1.8983583,0,-1.95,2.4684393,0,3.6037643,0,1.949528,2.408493
28002,0,-1.8992826,0,-1.95,2.4681273,0,3.6072743,0,1.949528,2.4081266
34090,0,-1.9024099,0,-1.95,2.4670713,0,3.6191635,0,1.949528,2.4068868
11107,0,-1.90273,0,-1.95,2.4669631,0,3.6203814,0,1.949528,2.40676
21024,4.5226359,-1.9037371,0,-1.95,2.4666231,0,3.6242149,0,1.949528,2.4063611
11122,0,-1.904955,0,-1.95,2.4662118,0,3.6288536,0,1.949528,2.4058785
18062,0,-1.9068022,0,-1.95,2.4655881,0,3.6358945,0,1.949528,2.4051473
44096,0,-1.9097081,0,-1.95,2.4646068,0,3.6469853,0,1.949528,2.4039972
49048,0,-1.9103875,0,-1.95,2.4643774,0,3.6495805,0,1.949528,2.4037285
26069,0,-1.911564,0,-1.95,2.4639802,0,3.6540768,0,1.949528,2.4032631
42062,14.522219,-1.9119989,0,-1.95,2.4638333,0,3.6557398,0,1.949528,2.4030912
26013,0,-1.91984,0,-1.95,2.4611855,0,3.6857855,0,1.949528,2.3999932
11115,3.3919001,-1.920495,0,-1.95,2.4609644,0,3.6883011,0,1.949528,2.3997347
11028,0,-1.9208097,0,-1.95,2.4608581,0,3.6895101,0,1.949528,2.3996105
20015,0,-1.9229025,0,-1.95,2.4601514,0,3.6975539,0,1.949528,2.3987846
44042,0,-1.9234197,0,-1.95,2.4599767,0,3.6995435,0,1.949528,2.3985808
44048,0,-1.9262986,0,-1.95,2.4590046,0,3.7106264,0,1.949528,2.3974454
41030,2.2384384,-1.9283391,0,-1.95,2.4583156,0,3.7184918,0,1.949528,2.3966415
47022,0,-1.9313158,0,-1.95,2.4573104,0,3.7299807,0,1.949528,2.395469
11127,5.4027772,-1.9314348,0,-1.95,2.4572704,0,3.7304401,0,1.949528,2.3954222
14083,4.8847208,-1.9332819,0,-1.95,2.4566464,0,3.7375789,0,1.949528,2.394695
18114,0,-1.9337229,0,-1.95,2.4564977,0,3.739284,0,1.949528,2.3945215
25018,3.5947301,-1.9379117,0,-1.95,2.4550831,0,3.755502,0,1.949528,2.392874
44010,0,-1.9438184,0,-1.95,2.4530885,0,3.7784302,0,1.949528,2.3905532
34023,5.4059167,-1.9467447,0,-1.95,2.4521005,0,3.7898149,0,1.949528,2.3894045
26006,0,-1.9492788,0,-1.95,2.4512448,0,3.7996879,0,1.949528,2.3884106
10051,4.4461241,-1.9517751,0,-1.95,2.4504018,0,3.8094258,0,1.949528,2.3874319
49028,0,-1.9518121,0,-1.95,2.4503894,0,3.8095706,0,1.949528,2.3874173
26106,0,-1.9555955,0,-1.95,2.4491117,0,3.8243537,0,1.949528,2.3859353
11071,6.0060062,-1.9576665,0,-1.95,2.4484124,0,3.8324583,0,1.949528,2.3851244
10049,0,-1.9586782,0,-1.95,2.4480708,0,3.8364205,0,1.949528,2.3847284
44021,1.6574677,-1.9643136,0,-1.95,2.4461679,0,3.8585281,0,1.949528,2.3825245
24015,0,-1.9648992,0,-1.95,2.4459701,0,3.8608289,0,1.949528,2.3822958
16045,10.814318,-1.9669957,0,-1.95,2.4452622,0,3.8690722,0,1.949528,2.3814766
44154,0,-1.9683454,0,-1.95,2.4448066,0,3.8743837,0,1.949528,2.3809495
18021,0,-1.9684763,0,-1.95,2.4447622,0,3.8748989,0,1.949528,2.3808985
18094,0,-1.9735693,0,-1.95,2.4430425,0,3.8949757,0,1.949528,2.378911
25034,14.683479,-1.9776956,0,-1.95,2.4416492,0,3.9112799,0,1.949528,2.3773024
21010,4.3773255,-1.9787557,0,-1.95,2.4412911,0,3.9154742,0,1.949528,2.3768892
4004,3.4035022,-1.9793673,0,-1.95,2.4410846,0,3.9178948,0,1.949528,2.376651
41044,3.6608582,-1.980787,0,-1.95,2.4406052,0,3.9235172,0,1.949528,2.3760982
18052,0,-1.982002,0,-1.95,2.4401951,0,3.9283321,0,1.949528,2.3756251
49055,5.3013835,-1.9820688,0,-1.95,2.4401724,0,3.9285967,0,1.949528,2.3755991
19060,0,-1.9827272,0,-1.95,2.4399502,0,3.9312069,0,1.949528,2.3753428
44070,3.8109031,-1.9850668,0,-1.95,2.4391601,0,3.94049,0,1.949528,2.3744326
34085,0,-1.9877558,0,-1.95,2.438252,0,3.9511731,0,1.949528,2.3733869
35041,0,-1.9881784,0,-1.95,2.4381094,0,3.9528532,0,1.949528,2.3732224
44120,0,-1.9980187,0,-1.95,2.4347866,0,3.9920788,0,1.949528,2.3694015
44054,11.55268,-2.0046113,0,-1.95,2.4325604,0,4.0184665,0,1.949528,2.3668463
42022,0,-2.0051599,0,-1.95,2.4323752,0,4.0206661,0,1.949528,2.3666339
42037,0,-2.0056164,0,-1.95,2.4322209,0,4.0224972,0,1.949528,2.366457
10034,0,-2.0103192,0,-1.95,2.4306331,0,4.0413833,0,1.949528,2.3646371
42067,0,-2.0106442,0,-1.95,2.4305232,0,4.0426903,0,1.949528,2.3645113
